Text,Sentiment,ProdID
AirtelUg Why is your network so crappyjust as I was completing my download u just go and kill it So I cant even enjoy that which I have purchasedDenAirtelUg  ,Negative,91
jimmykuteesa mtnug There is a network interruption that has caused a delay in token generation When it stabilizes you will receive a message having your token SG  ,Negative,5
AirtelUg Alright thanks big tym  ,Positive,52
AirtelUg y is the network so slow  ,Negative,34
hudsoben AirtelUg Me too I wake up feeling pain joy  even the hand has to be somehow My left hand doesnt have network when in bed joy   ,Negative,39
mtnug yes I see that but Im worried i might wake up without data  ,Negative,24
AirtelUg  mulinga amatako  How can you tell me I have used  of the data i bought at  pm by  pm Am not staying for this robbery am getting back to africellUG soonlemme replace my simcard  Mscheew  ,Negative,51
africellUG unfortunately your network poor here in Kabale  ,Negative,13
mtnug first you cut my sim off without any notice Then I run to the nearest shop and register it Does it really have to take  hours I have to wait  freaking hours to use it  ,Negative,98
That AirtelUg G is trash Cant sustain proper streaming even within Kampala africellUG has the most legit G connection hands down  ,Negative,47
mtnug I have had verification of my lines at Mityana I heartily appreciate the customer care Keep it up  ,Positive,19
AirtelUg this thuggery should stop I cant have over gb data I have paid for disappear in a second without even switching on my device and account balance data is zero yet my money is taken Say no to modern thieves  ,Negative,38
using AirtelUg and i cant even watch a simple vid here in Seeta yesterday i was in Kasaanda and same experience  UCCOfficial smiled while the company scammed Ugandans with they  coverage i repeat its a hoax a lie and do not fall for it Ill have a switch  ,Negative,92
africellUG my WhatsApp connection is slow every slow photos and voice notes cant be delivered  ,Negative,34
africellUG Thank you am enjoying the promotion  Clear connection  ,Positive,43
africellUG my Request was granted Thank you so much  ,Positive,83
AirtelUg This whole thing is a lie Give me back my G SIM  ,Negative,20
AirtelUg Decided to get in touch and cement their lie I had used GB of the GB they gave me I really feel cheated and a angry and these God forsaken people are making a fool out of me The difference is GB and fuck I paid for it and I want it  ,Negative,65
LyaziDenis africellUG We need our data batuyambe  ,Negative,39
mtnug Hi why am I getting an sms to visit mtn n register my numbers yet I did it before  Is it that u want us to have one MTN line only or you lost my registration  ,Negative,69
You niggas delayed alsodont even recall where I threw your sim card  ,Negative,57
AirtelUg help us The Internet has become so slow Whats going on  ,Negative,42
And I woke up to this Thanks AirtelUg great way of giving back  ,Positive,52
mtnug Thanks for this quick feedback  ,Positive,69
AirtelUg pliz stop playing with my money  How can gb collapse in less than hrs Ugaman  ,Negative,1
After closing the boarders Kagame has tapped our network with the satellite he launchedmtnug tell me why my network is poor I cant share pictures  ,Negative,73
africellUG The best network work in Ug  ,Positive,6
AirtelUg Thank you very much  ,Positive,3
God bless africellUG  joy   ,Positive,28
KawumaBulayimu AirtelUg This is absolutely true  I subscribed to My st Freaky Friday last weekGot GBwatched  basketball games football gamesgot a few series but still couldnt exhaust  ,Positive,69
mtnug pliz stop sending ur messages about momo simanyanga wangula triumph bla  I remember u guys refused to lend wen i was in need  unamused now wen u see me with some ka money u want me to join ur compaigns  ,Negative,81
i have bought Yaka on  now but I havent got the token pliz help mtnug umemeltd  ,Negative,87
mtnug Please why is gaga Wednesday not working  ,Negative,12
AirtelUg I have shared detailsCalled customer care My phone just keeps going to g all the time this started one week agoYour team hasnt been helpful at all  ,Negative,98
MrKabugo AirtelUg True I am actually going to dump it when it comes to internet I cant add internet connectivity to the things that give me a headache  ,Negative,8
Hey AirtelUg please fix my network  ,Negative,22
AirtelUg The Internet network is too sloww sob  i can barely send a whatsapp  ,Negative,49
AirtelUg you G network is shitty  ,Negative,28
AirtelUg u guys r messed up gd enough ur not the only providers  ,Negative,73
jrachkara AirtelUg The way I am struggling with their internet connection here in Gulu makes me think this post is sponsored  Worst I have ever experienced  ,Negative,72
Come to National Library of Uganda and experience Airtel G speeds for smooth learning  ,Positive,33
africellUG very slow watching videos is a tag of war  aaah pull up  ,Negative,15
Your network is horrendous today mtnug Ive sent this message at am want to see how long itll take between delivery amp reply  ,Negative,74
africellUG Please and please u can tamper with the rest but dont tamper with swift monthly bundle Dont increase it to ate  or u would have broken my heart Its my best  ,Positive,100
MMRwigi AirtelUg Wait until you go to their shop to replace ur line for the second phone Those airtel chaps will tell u there is no network  The question I asked one of themis should I go to karamoja  rofl   ,Negative,23
Looks like AirtelUgs G has always been a big hoax Sad  ,Negative,21
mtnug Mr Stephen that is my real number registered in my names and it is not the first time I am receiving such a message It is been perennial thats why I decided to raise my concern over it today  ,Negative,73
UmemeLtd or mtnug whoever it is I need my Yaka token please  ,Negative,91
Hey AirtelUg The number  you just blocked had wewole of Ugx  Thanks so much for this I promise it will never be on again  ,Negative,27
but mtnug you really need to do better coz this is becoming theft how do I load mbs amp before I even open any app half is finished  Come on guys  amp dont tell me about background apps running coz I know all that  ,Negative,51
AirtelUg stop defrauding people that u have  G coverage in kulambiro even G is not good kyoka u have good data bundles  ,Negative,80
One bleached Rebecca works at airtel forest mall branch she handles her customers rudely Please be nice to people gtgtgtgt AirtelUg you are just overrated  ,Negative,51
KTabazi mtnug Internet been bad all day  ,Negative,44
AirtelUg AirtelUgplease unlock our airtel money accounts were tired  ,Negative,40
africellUG whats wrong with your internet  ,Negative,46
AirtelUg Youve gone silent on my issue again How can I be helped My lines were locked unfairly  ,Negative,63
AirtelUg how do I stop these unwanted messages  ,Negative,54
AirtelUg Well I was wondering when you were gonna turn up But then I remembered how slow youve always been  ,Negative,32
Dear mtnug  please sort yourselves out  ,Negative,54
AirtelUg GovUganda Alternative contact  Locations keep changing i live in KampalaNakawa Network bars always  Issue been on Since January Phone type really  Samsung J Prime  ,Negative,87
mtnug nngpssn The internet is poor now days  What could be the problem  ,Negative,86
Loads mtnug mb data bundle opens WhatsApp and  minutes later data bundle at  Goes to AirtelUg and loads mb data bundle opens WhatsApp and hrs minutes later data balance  mb Kati I think its time to switch things up  ,Negative,9
AirtelUg internet has been terribly bad for days now Whats up  ,Negative,32
AirtelUg please review your system I have tried subscribing for my pakalast empty response shows up  Kwanini  ,Negative,75
hpbusulwa mtnug Still the charges are high imagine someone sending u m and you have to lose over  when withdrawing  sob   ,Negative,10
